cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
93;2;2020;2020-02-01;28;5;Volta Redonda;3306305;Interior;7;0;0;7;1;8;14;66;4;3;24;15;3;0;18;2;0;5;1;0;0;0;1;2;29;13;12;1;10;83;119;0;3;0;57;32;6;25;2;5;49;11;14;1;83;5;1;0;0;0;633;3
94;2;2020;2020-02-01;10;5;Piraí;3304003;Interior;0;0;0;0;0;0;0;14;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;2;13;17;0;0;0;1;44;39;4;1;1;5;0;1;0;11;0;0;0;0;0;131;3
95;2;2020;2020-02-01;10;5;Vassouras;3306206;Interior;1;0;0;1;0;1;0;14;1;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;1;15;19;0;0;0;8;21;18;3;0;2;5;0;1;0;22;1;2;0;0;0;120;3
96;2;2020;2020-02-01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1;0;0;1;0;1;0;21;2;2;14;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;21;26;0;0;0;1;13;11;2;0;0;2;0;6;0;21;3;0;0;0;0;201;3
97;2;2020;2020-02-01;10;5;Mendes;3302809;Interior;0;0;0;0;0;0;0;18;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;5;4;10;0;0;0;2;11;8;3;0;1;6;2;2;0;15;1;0;0;0;0;82;3
98;2;2020;2020-02-01;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;0;0;0;0;8;7;1;0;0;3;0;3;0;10;3;0;0;0;0;52;3
99;2;2020;2020-02-01;37;5;Itatiaia;3302254;Interior;2;0;0;2;0;2;0;19;2;0;3;2;0;0;2;1;0;0;1;0;0;0;0;2;6;0;0;0;2;7;10;0;1;0;8;14;12;2;0;0;11;0;6;2;23;2;0;1;0;0;162;3
100;2;2020;2020-02-01;37;5;"Porto Real;Quatis";9999992;Interior;2;0;0;2;0;2;1;17;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;11;15;0;0;0;5;2;0;1;1;2;5;0;2;1;13;0;0;0;0;0;90;3
101;2;2020;2020-02-01;28;5;Pinheiral;3303955;Interior;0;0;0;0;1;1;0;11;1;0;8;0;2;0;2;0;0;1;0;0;0;0;0;0;3;4;1;0;3;25;33;0;0;0;1;9;2;7;0;4;14;3;3;0;19;1;0;0;0;0;120;3
104;2;2020;2020-02-01;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;0;0;4;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;15;0;0;0;1;4;2;2;0;2;2;0;4;0;15;1;1;0;0;0;81;3
105;2;2020;2020-02-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;4;88;2;1;9;5;4;1;10;1;1;3;0;0;0;0;0;2;17;2;7;3;13;56;82;0;5;0;35;53;13;36;5;2;75;9;21;1;87;5;0;0;0;0;545;3
106;2;2020;2020-02-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;3;38;3;1;14;0;0;1;1;0;0;2;0;0;0;0;0;0;3;3;2;1;2;29;37;0;1;0;8;11;4;5;2;3;10;0;8;0;41;1;0;0;0;0;207;3
107;2;2020;2020-02-01;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;0;0;2;18;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;17;0;0;0;4;24;16;5;3;0;10;0;7;0;18;0;1;0;0;0;126;3
108;2;2020;2020-02-01;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0;0;0;0;0;0;9;60;4;0;10;2;1;1;4;0;0;0;0;0;0;0;0;3;7;4;2;0;6;30;42;0;0;0;7;55;28;27;2;2;54;1;18;1;58;3;1;0;0;0;331;3
109;2;2020;2020-02-01;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;6;8;0;0;0;1;20;17;2;1;0;4;1;3;1;6;0;0;0;0;0;53;3
110;2;2020;2020-02-01;30;7;Teresópolis;3305802;Interior;1;0;0;1;0;1;4;74;3;5;36;3;1;0;4;0;0;2;0;0;0;0;0;1;7;10;6;1;7;70;94;0;0;0;20;36;17;18;2;3;55;2;7;0;82;5;0;0;0;0;544;3
111;2;2020;2020-02-01;30;7;Sumidouro;3305703;Interior;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;4;3;1;0;1;3;0;1;0;8;0;0;0;0;0;48;3
112;2;2020;2020-02-01;30;7;Carmo;3301207;Interior;0;0;0;0;0;0;0;13;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;0;0;0;6;9;9;0;0;1;0;0;2;0;14;1;0;0;0;0;77;3
118;2;2020;2020-02-01;25;4;Araruama;3300209;Interior;4;0;0;4;2;6;5;37;5;3;21;14;11;0;25;5;0;3;1;0;0;0;0;8;42;14;8;1;16;91;131;0;0;0;44;21;5;15;1;3;19;5;8;0;54;3;0;0;0;0;501;3
119;2;2020;2020-02-01;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;0;0;16;1;2;11;2;5;0;7;2;0;0;0;0;0;0;0;1;10;5;1;0;4;11;21;0;0;0;2;9;4;5;0;3;10;1;6;0;18;1;0;0;0;0;118;3
120;2;2020;2020-02-01;35;4;Silva Jardim;3305604;Interior;0;0;0;0;0;0;1;19;2;0;7;0;3;0;3;0;0;0;0;0;0;0;0;0;3;1;0;0;3;6;10;0;0;0;1;2;0;1;1;0;4;0;3;0;19;0;0;0;0;0;80;3
121;2;2020;2020-02-01;32;6;Casimiro de Abreu;3301306;Interior;0;0;0;0;1;1;0;15;1;1;5;2;1;0;3;1;0;1;0;0;0;0;0;0;5;1;3;0;6;4;14;0;0;0;2;10;5;4;1;0;9;0;0;0;13;0;0;0;0;0;85;3
122;2;2020;2020-02-01;32;6;Conceição de Macabú;3301405;Interior;0;0;0;0;0;0;0;6;1;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;0;5;3;10;0;0;0;5;4;1;3;0;0;2;0;3;2;7;1;0;0;0;0;55;3
123;2;2020;2020-02-01;32;6;Macaé;3302403;Interior;4;0;0;4;2;6;7;58;5;1;28;55;13;1;69;9;1;7;0;0;0;0;1;6;93;9;19;3;8;79;119;0;0;1;66;16;4;12;2;13;39;5;12;0;61;4;0;0;0;0;620;3
124;2;2020;2020-02-01;25;4;Saquarema;3305505;Interior;1;0;0;1;1;2;2;51;2;5;8;11;3;2;16;2;1;4;2;0;0;0;0;5;30;5;9;1;15;57;87;0;1;0;22;15;6;2;7;9;7;1;8;1;37;3;0;0;0;0;369;3
125;2;2020;2020-02-01;25;4;São Pedro da Aldeia;3305208;Interior;2;0;0;2;5;7;8;27;4;1;12;14;1;0;15;1;0;0;2;0;0;0;0;2;20;7;2;1;3;31;44;0;2;0;17;13;4;7;2;6;16;3;9;0;22;2;0;0;0;0;230;3
126;2;2020;2020-02-01;25;4;Cabo Frio;3300704;Interior;12;0;0;12;6;18;0;50;6;1;31;38;14;1;53;6;1;8;0;0;0;0;1;5;75;28;17;2;39;127;216;0;0;0;26;32;4;27;1;14;59;9;14;1;39;1;1;0;0;0;671;3
127;2;2020;2020-02-01;25;4;Armação dos Búzios;3300233;Interior;2;0;0;2;1;3;6;21;1;0;5;12;1;0;13;0;0;0;0;0;0;0;0;1;14;2;8;0;7;53;70;0;0;0;10;10;3;7;1;2;19;3;6;1;29;1;0;0;0;0;265;3
128;2;2020;2020-02-01;32;6;Rio das Ostras;3304524;Interior;4;0;0;4;1;5;3;78;4;1;17;25;13;0;38;8;0;1;1;0;0;0;3;14;65;22;8;0;9;116;163;0;3;0;55;19;2;18;1;2;33;8;6;1;78;9;0;0;0;0;723;3
129;2;2020;2020-02-01;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;0;0;0;15;2;0;8;10;2;0;12;1;0;1;2;0;0;0;0;2;18;2;1;0;1;17;21;0;0;0;3;4;2;2;0;1;3;0;8;2;12;0;0;0;0;0;134;3
130;2;2020;2020-02-01;32;6;"Quissamã;Carapebus";9999994;Interior;1;0;0;1;0;1;0;15;2;2;4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;5;8;0;0;0;3;8;1;6;1;1;7;2;2;0;10;1;1;0;0;0;84;3
132;2;2020;2020-02-01;25;4;Arraial do Cabo;3300258;Interior;1;0;0;1;0;1;5;13;0;0;1;4;2;1;7;0;0;0;0;0;0;0;0;0;7;4;9;0;3;21;37;0;0;0;9;10;4;6;0;6;16;0;5;0;14;2;1;0;1;0;130;3
134;2;2020;2020-02-01;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;4;0;4;5;64;3;2;19;22;16;5;43;4;1;4;0;0;0;0;0;6;58;15;11;6;9;160;202;0;5;0;67;19;6;8;5;10;58;3;14;3;54;6;0;0;0;0;658;3
