cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
139;3;2023;2023-03-01;29;6;Porciúncula;3304102;Interior;0;0;0;0;0;0;0;6;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;22;0;1;0;2;17;13;5;0;0;4;0;2;0;6;0;0;0;0;0;80;3
140;3;2023;2023-03-01;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;5;11;6;5;0;0;5;0;1;0;19;0;0;0;0;0;72;3
141;3;2023;2023-03-01;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;0;0;16;3;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;19;15;9;6;0;2;9;0;7;2;25;1;0;0;0;0;172;3
142;3;2023;2023-03-01;36;6;Cambuci;3300902;Interior;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;9;13;6;7;0;0;8;0;1;0;14;0;0;0;0;0;70;3
143;3;2023;2023-03-01;29;6;"Itaperuna;São José de Ubá";9999996;Interior;2;0;0;2;0;2;1;48;0;0;7;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;1;22;26;0;0;0;40;68;53;9;6;1;25;2;4;0;37;2;0;0;0;0;310;3
144;3;2023;2023-03-01;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;0;0;1;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;11;19;0;0;0;9;25;16;9;0;0;11;2;3;0;30;2;0;0;0;0;128;3
145;3;2023;2023-03-01;8;6;São João da Barra;3305000;Interior;1;0;0;1;0;1;0;18;3;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;13;14;0;0;0;13;11;7;3;2;0;11;5;0;0;15;0;0;0;0;0;134;3
146;3;2023;2023-03-01;8;6;Campos dos Goytacazes;3301009;Interior;15;0;2;17;0;17;8;36;2;2;23;7;1;1;9;3;2;2;0;0;0;0;0;2;18;2;1;2;1;24;37;0;2;0;28;63;32;26;5;12;68;6;19;11;50;1;0;0;0;0;447;3
147;3;2023;2023-03-01;8;6;São Francisco de Itabapoana;3304755;Interior;8;0;0;8;0;8;4;8;2;1;3;1;0;0;1;2;0;0;1;0;0;0;0;1;5;1;0;0;0;10;11;0;0;0;16;19;5;15;1;3;25;5;2;1;15;1;0;0;0;0;126;3
148;3;2023;2023-03-01;29;6;"Cardoso Moreira;Italva";9999995;Interior;0;0;0;0;0;0;0;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;3;17;11;5;1;0;9;0;2;0;13;0;0;0;0;0;68;3
151;3;2023;2023-03-01;11;7;Nova Friburgo;3303401;Interior;1;0;0;1;0;1;1;95;5;1;26;0;0;0;0;0;0;0;1;0;0;0;0;1;2;8;5;5;5;38;62;0;3;0;126;40;9;29;3;8;50;14;10;0;97;3;0;0;0;0;623;3
152;3;2023;2023-03-01;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;2;4;1;2;1;0;1;1;1;0;5;0;0;0;0;0;33;3
153;3;2023;2023-03-01;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;0;0;10;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;10;10;5;5;0;0;2;0;1;0;15;0;0;0;0;0;76;3
154;3;2023;2023-03-01;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;0;0;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;19;0;1;0;11;10;4;5;1;4;9;2;5;0;31;2;0;0;0;0;148;3
155;3;2023;2023-03-01;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;1;0;4;0;0;0;0;0;16;3
156;3;2023;2023-03-01;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;4;0;0;0;2;1;1;0;0;0;1;0;1;0;11;0;0;0;0;0;31;3
157;3;2023;2023-03-01;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;1;0;0;2;0;1;0;10;0;0;0;0;0;32;3
158;3;2023;2023-03-01;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;0;3;8;1;3;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;2;5;0;1;0;5;6;3;2;1;0;4;1;0;1;13;0;0;0;0;0;61;3
159;3;2023;2023-03-01;35;4;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;1;1;1;12;0;0;8;1;0;1;2;0;0;1;0;0;0;0;0;1;4;1;0;1;1;8;12;0;0;0;9;4;0;4;0;1;6;0;6;0;27;1;1;0;0;0;119;3
165;3;2023;2023-03-01;33;5;Mangaratiba;3302601;Interior;2;0;0;2;0;2;0;39;3;0;3;2;0;0;2;0;0;0;2;0;0;0;0;0;4;10;0;0;6;16;32;0;0;0;20;9;7;2;0;1;10;0;10;0;34;1;0;0;0;0;188;3
166;3;2023;2023-03-01;33;5;Angra dos Reis;3300100;Interior;5;0;0;5;7;12;16;65;5;3;21;3;0;0;3;2;0;1;1;0;0;0;0;1;8;5;7;1;8;28;52;0;2;0;89;20;6;13;1;1;21;4;9;2;70;5;1;0;1;0;533;3
167;3;2023;2023-03-01;33;5;Paraty;3303807;Interior;1;0;0;1;0;1;1;13;2;0;3;1;1;0;2;1;0;0;0;0;0;0;0;0;3;3;3;0;2;15;23;0;0;0;27;26;9;14;3;1;18;0;4;0;30;0;0;0;0;0;201;3
168;3;2023;2023-03-01;28;5;Rio Claro;3304409;Interior;0;0;0;0;0;0;0;8;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;4;0;0;0;4;5;4;1;0;0;2;0;0;0;9;0;1;0;0;0;52;3
1;4;2023;2023-04-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;8;0;0;3;32;9;2;43;0;0;0;0;0;0;0;2;2;47;5;62;21;47;45;182;0;5;0;52;2;0;1;1;0;86;16;5;0;20;0;0;0;0;0;480;3
4;4;2023;2023-04-01;5;1;Rio de Janeiro;3304557;Capital;1;1;0;2;0;2;0;23;1;2;9;35;3;4;42;2;0;0;0;0;0;0;0;6;50;6;41;21;62;128;261;0;0;0;43;12;4;8;0;1;31;1;13;1;20;4;0;0;0;0;550;3
5;4;2023;2023-04-01;5;1;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;0;47;0;0;6;65;23;3;91;0;0;2;1;0;0;0;0;5;99;17;58;19;67;113;280;0;4;0;47;8;6;2;0;1;30;0;12;0;35;5;0;0;0;0;730;3
6;4;2023;2023-04-01;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;4;14;1;0;18;25;13;3;41;7;0;0;0;0;0;0;0;6;54;7;27;24;50;86;194;0;0;0;25;2;1;1;0;5;12;1;5;2;18;2;0;0;0;0;442;3
7;4;2023;2023-04-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;9;0;0;1;2;1;2;5;5;0;0;0;0;0;0;0;3;13;3;7;0;8;24;42;0;1;0;26;7;2;3;2;2;6;1;4;0;20;1;1;0;0;0;171;3
9;4;2023;2023-04-01;2;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;1;35;1;1;18;39;18;12;69;10;0;4;1;0;0;0;1;11;98;28;25;7;88;84;237;0;6;0;108;3;2;1;0;4;39;5;5;2;36;3;0;0;0;0;768;3
10;4;2023;2023-04-01;2;1;Rio de Janeiro;3304557;Capital;0;0;1;1;0;1;0;25;0;0;29;41;17;4;62;2;0;10;0;0;0;0;0;12;86;23;15;19;85;176;340;0;10;0;129;5;4;1;0;0;21;13;4;1;39;2;1;0;0;0;880;3
11;4;2023;2023-04-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;12;19;0;0;0;16;2;0;2;0;0;15;0;2;0;9;3;0;0;0;0;83;3
12;4;2023;2023-04-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;33;3;0;13;27;25;2;54;2;0;4;1;0;0;0;2;9;72;13;64;18;107;146;365;0;4;0;189;5;4;1;0;2;32;18;8;5;22;8;1;0;0;0;937;3
13;4;2023;2023-04-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;25;3;0;5;8;4;1;13;2;0;0;0;0;0;0;0;4;19;7;20;4;23;81;142;0;1;0;97;2;2;0;0;1;24;2;6;0;14;1;0;0;0;0;421;3
14;4;2023;2023-04-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;12;0;1;9;19;14;0;33;1;0;1;1;0;0;0;0;3;40;9;54;12;131;135;371;0;1;0;149;5;3;2;0;1;27;6;7;7;24;8;0;0;0;0;824;3
15;4;2023;2023-04-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;18;0;0;11;9;4;2;15;3;0;2;1;0;0;0;0;4;25;10;15;12;59;60;161;0;1;0;115;6;5;2;0;5;13;4;5;2;13;0;1;0;0;0;502;3
16;4;2023;2023-04-01;31;2;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;2;56;2;1;28;44;20;10;74;2;1;4;2;0;0;0;0;12;96;50;32;29;136;229;483;0;3;1;352;45;44;1;0;15;58;16;13;13;77;3;1;0;0;0;1596;3
17;4;2023;2023-04-01;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;14;3;2;21;22;11;23;56;16;2;1;0;0;0;0;0;10;85;15;5;21;48;82;172;0;3;0;58;2;0;2;0;9;33;7;13;1;14;3;1;0;0;0;545;3
18;4;2023;2023-04-01;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;3;9;1;1;21;48;51;12;111;17;2;1;0;0;0;0;0;12;144;10;37;13;132;181;379;0;0;0;71;14;10;4;0;1;26;4;23;3;36;5;0;0;0;0;906;3
19;4;2023;2023-04-01;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;1;24;1;0;8;36;24;0;60;15;0;5;0;0;0;0;0;13;94;7;29;15;57;134;246;0;3;0;163;7;4;3;0;8;43;19;5;3;38;4;0;0;0;0;893;3
20;4;2023;2023-04-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;4;31;1;0;12;14;8;0;22;23;1;3;1;0;0;0;0;7;57;14;9;27;31;102;187;0;1;0;81;2;1;1;0;3;22;6;5;1;26;3;1;0;0;0;629;3
21;4;2023;2023-04-01;22;1;Rio de Janeiro;3304557;Capital;10;0;0;10;4;14;4;49;3;2;44;35;18;3;56;55;16;5;0;0;0;0;1;31;164;15;23;34;30;161;264;0;3;0;153;34;4;18;12;86;96;2;37;2;43;9;0;0;0;0;1229;3
22;4;2023;2023-04-01;16;1;Rio de Janeiro;3304557;Capital;4;0;0;4;2;6;3;54;2;4;18;46;15;5;66;62;11;11;1;0;0;0;1;13;165;22;7;13;15;93;150;0;2;1;161;8;2;6;0;22;33;2;11;1;43;8;0;0;1;0;815;3
23;4;2023;2023-04-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;13;2;0;7;19;17;3;39;30;2;1;0;0;0;0;0;24;96;13;8;8;13;59;102;0;0;0;41;0;0;0;0;3;9;8;3;1;28;6;0;0;0;0;435;3
24;4;2023;2023-04-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;2;3;2;44;2;0;13;53;25;1;79;78;1;0;0;0;0;0;2;29;190;17;11;10;59;67;164;0;1;0;79;1;1;0;0;5;14;0;0;0;34;2;0;0;0;0;653;3
25;4;2023;2023-04-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;5;26;2;4;16;21;15;8;44;24;6;3;1;0;0;0;0;24;102;9;10;9;20;75;124;0;1;0;47;11;0;8;3;19;26;0;2;1;27;2;0;0;0;0;499;3
26;4;2023;2023-04-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;19;3;0;10;27;12;1;40;37;2;0;0;0;0;1;0;19;99;4;12;7;49;71;144;0;2;1;75;2;2;0;0;7;13;3;3;1;26;2;0;0;0;0;574;3
27;4;2023;2023-04-01;41;2;Rio de Janeiro;3304557;Capital;5;0;0;5;5;10;0;53;1;2;24;79;31;6;116;139;6;5;1;0;0;0;1;32;300;30;13;12;17;79;151;0;1;0;144;4;1;3;0;31;47;1;12;0;50;2;0;0;0;0;968;3
28;4;2023;2023-04-01;18;2;Rio de Janeiro;3304557;Capital;2;0;0;2;4;6;0;32;2;0;10;13;13;1;27;61;4;0;0;0;1;0;0;6;99;7;3;9;13;40;72;0;8;0;119;2;1;1;0;10;12;2;8;0;43;6;0;0;0;0;554;3
29;4;2023;2023-04-01;9;2;Rio de Janeiro;3304557;Capital;2;1;0;3;5;8;1;66;2;1;12;119;41;11;171;109;8;3;2;0;0;0;0;44;337;22;28;24;38;153;266;0;0;0;147;2;2;0;0;45;39;0;3;0;62;9;0;0;0;0;1155;3
30;4;2023;2023-04-01;9;2;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;2;36;2;0;14;40;17;14;71;42;3;1;0;0;0;0;0;6;123;17;10;8;18;42;95;0;2;0;90;3;0;3;0;3;10;3;3;0;49;4;0;0;0;0;541;3
31;4;2023;2023-04-01;41;2;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;1;37;7;0;9;62;12;13;87;43;8;0;0;0;0;0;0;14;152;18;10;6;7;49;90;0;2;0;65;4;1;2;1;36;18;2;2;2;43;5;0;0;0;0;562;3
32;4;2023;2023-04-01;18;2;Rio de Janeiro;3304557;Capital;6;0;0;6;2;8;2;162;8;1;41;54;17;3;74;40;4;5;2;0;0;0;2;32;159;31;18;25;70;282;428;0;6;0;332;12;3;8;1;22;62;1;12;1;204;10;1;0;0;0;1830;3
33;4;2023;2023-04-01;14;2;Rio de Janeiro;3304557;Capital;7;0;0;7;1;8;2;60;4;2;47;27;28;3;58;46;12;0;1;0;0;0;0;7;124;19;4;4;10;46;87;0;5;0;116;9;0;9;0;10;30;1;9;3;78;5;0;0;0;0;858;3
34;4;2023;2023-04-01;14;2;Rio de Janeiro;3304557;Capital;3;0;0;3;5;8;8;112;6;4;45;46;25;9;80;61;9;1;0;0;0;0;0;19;170;18;22;6;21;83;154;0;3;0;127;16;0;12;4;48;81;4;10;2;79;10;0;0;1;0;1010;3
35;4;2023;2023-04-01;40;2;Rio de Janeiro;3304557;Capital;4;0;0;4;0;4;3;187;14;4;78;63;23;4;90;37;11;3;4;0;0;0;1;25;172;74;26;30;48;159;340;0;14;1;210;1;1;0;0;24;54;3;28;1;253;21;2;0;0;0;1962;3
36;4;2023;2023-04-01;27;2;Rio de Janeiro;3304557;Capital;7;0;0;7;0;7;1;82;13;4;23;17;15;2;34;17;5;2;0;0;0;0;0;11;69;22;1;3;8;29;65;0;2;0;90;3;3;0;0;17;26;0;4;0;86;10;0;0;0;0;685;3
37;4;2023;2023-04-01;17;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;33;3;2;27;15;9;4;28;12;2;1;0;0;0;0;0;9;52;10;17;10;30;92;163;0;2;0;147;3;1;2;0;20;22;6;8;0;67;4;1;0;0;0;689;3
38;4;2023;2023-04-01;16;1;Rio de Janeiro;3304557;Capital;1;0;1;2;1;3;10;46;6;2;16;48;15;4;67;73;23;0;1;0;0;0;0;21;185;23;1;6;2;44;76;0;3;0;46;13;1;9;4;62;35;1;5;0;53;4;0;0;0;0;658;3
39;4;2023;2023-04-01;41;2;Rio de Janeiro;3304557;Capital;9;0;0;9;3;12;5;30;4;3;14;61;29;21;111;59;16;0;0;0;0;0;0;24;210;7;14;2;13;70;106;0;1;0;64;8;1;5;2;58;27;1;5;1;27;1;0;0;0;0;697;3
40;4;2023;2023-04-01;9;2;Rio de Janeiro;3304557;Capital;2;1;0;3;2;5;2;36;4;0;17;49;26;12;87;55;6;2;0;0;0;0;0;17;167;4;11;3;12;24;54;0;3;0;63;4;1;3;0;82;16;0;3;0;43;4;0;0;0;0;587;3
41;4;2023;2023-04-01;18;2;Rio de Janeiro;3304557;Capital;0;0;0;0;3;3;0;26;3;0;23;23;15;0;38;11;6;2;0;0;0;0;0;8;65;7;7;12;12;74;113;0;4;0;81;5;0;5;0;4;23;2;5;1;47;4;0;0;0;0;591;3
42;4;2023;2023-04-01;31;2;Rio de Janeiro;3304557;Capital;7;0;0;7;1;8;6;67;4;1;86;44;17;9;70;15;3;3;1;0;0;1;1;12;107;33;23;18;88;136;306;0;5;0;250;36;32;4;0;6;25;10;5;0;100;7;1;0;0;0;1297;3
43;4;2023;2023-04-01;27;2;Rio de Janeiro;3304557;Capital;3;0;1;4;0;4;0;74;6;2;43;21;7;2;30;3;1;1;1;0;0;0;0;5;41;15;0;5;9;48;77;0;2;0;85;1;0;0;1;5;9;0;4;0;91;8;0;0;0;0;575;3
44;4;2023;2023-04-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;25;0;0;34;30;17;1;48;60;3;0;0;0;0;0;2;24;138;11;3;11;19;85;129;0;1;0;52;5;2;2;1;18;12;0;2;0;18;6;1;0;0;0;604;3
48;4;2023;2023-04-01;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;4;0;4;3;16;2;1;12;7;5;0;12;4;1;0;0;0;0;0;1;3;21;3;1;0;1;9;17;0;1;0;13;1;0;1;0;7;14;2;9;0;41;3;0;0;0;0;213;3
50;4;2023;2023-04-01;24;3;Itaguaí;3302007;Baixada Fluminense;3;0;0;3;1;4;2;41;3;1;4;14;8;0;22;8;0;0;1;0;0;0;1;2;34;9;1;0;7;35;55;0;1;0;66;9;7;2;0;3;16;0;9;1;44;2;1;0;0;0;397;3
51;4;2023;2023-04-01;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;1;15;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;11;16;0;0;0;21;8;4;3;1;3;8;0;2;0;21;1;1;0;0;0;131;3
52;4;2023;2023-04-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4;0;0;4;1;5;2;64;2;2;17;32;31;8;71;56;1;3;0;0;0;0;2;12;146;26;10;2;16;98;152;0;5;0;163;3;3;0;0;6;25;2;8;0;79;7;0;0;0;0;856;3
53;4;2023;2023-04-01;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;1;3;1;53;6;0;16;39;15;8;62;22;2;0;0;0;0;0;2;11;99;14;3;3;7;40;71;0;0;0;77;9;2;7;1;11;16;4;8;0;49;5;0;0;0;0;511;3
54;4;2023;2023-04-01;39;3;Belford Roxo;3300456;Baixada Fluminense;16;0;0;16;4;20;9;136;12;3;31;103;32;23;158;117;8;2;1;0;0;0;2;34;323;47;16;5;22;58;150;0;8;3;184;18;2;14;2;38;45;3;19;0;145;15;0;0;0;0;1325;3
55;4;2023;2023-04-01;24;3;Queimados;3304144;Baixada Fluminense;0;0;0;0;1;1;3;70;6;2;16;22;6;1;29;4;4;3;3;0;0;0;0;2;45;17;4;2;8;53;84;0;2;0;57;4;1;3;0;4;22;0;8;1;104;8;0;0;0;0;495;3
56;4;2023;2023-04-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;17;0;0;17;1;18;5;74;14;1;17;41;21;8;70;48;19;2;0;0;0;0;1;14;154;15;4;0;7;50;81;0;1;0;78;10;0;10;0;30;43;5;2;0;82;10;2;0;0;0;685;3
57;4;2023;2023-04-01;20;3;Nilópolis;3303203;Baixada Fluminense;1;0;0;1;0;1;4;51;3;2;18;38;14;0;52;26;4;1;0;0;1;0;0;4;88;17;5;3;13;67;106;0;1;0;70;5;0;4;1;10;11;2;3;1;44;5;0;0;0;0;516;3
58;4;2023;2023-04-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;9;0;0;9;2;11;6;149;13;6;16;63;26;7;96;52;10;4;2;0;1;0;0;19;184;23;5;1;9;61;100;0;1;0;141;8;2;6;0;11;33;7;14;0;136;12;0;0;0;0;1093;3
59;4;2023;2023-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;1;6;3;9;8;96;9;0;39;118;50;42;210;141;46;7;0;0;0;2;5;45;456;78;41;5;25;170;319;0;1;0;143;8;1;7;0;151;50;4;12;4;82;16;0;0;0;0;1641;3
60;4;2023;2023-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;5;13;18;3;68;4;6;10;15;19;8;42;102;53;1;3;0;0;0;1;10;212;28;1;0;5;25;59;0;1;0;44;10;0;9;1;31;30;4;13;1;54;6;0;0;0;0;644;3
61;4;2023;2023-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;0;24;0;0;3;1;0;0;1;10;4;1;0;0;0;0;0;0;16;5;3;0;2;9;20;0;0;0;28;1;1;0;0;1;4;1;0;0;20;4;0;0;0;0;160;3
62;4;2023;2023-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;2;34;3;0;9;27;16;5;48;39;9;0;2;0;0;0;0;9;107;11;2;0;7;25;47;0;1;0;65;6;0;5;1;8;11;1;1;1;40;5;0;0;0;0;396;3
63;4;2023;2023-04-01;24;3;Japeri;3302270;Baixada Fluminense;3;0;0;3;3;6;6;30;4;0;4;6;2;0;8;6;0;1;0;0;0;0;0;5;20;2;1;0;3;13;20;0;2;0;15;8;3;5;0;1;14;2;3;0;40;1;0;0;0;0;192;3
64;4;2023;2023-04-01;21;3;São João de Meriti;3305109;Baixada Fluminense;11;0;0;11;3;14;4;98;7;1;37;88;23;41;152;102;31;8;1;0;1;0;2;44;341;53;5;3;3;71;135;0;1;0;189;13;0;12;1;22;62;7;15;1;90;11;1;0;0;0;1165;3
65;4;2023;2023-04-01;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;0;2;1;27;4;4;5;3;0;2;5;4;0;2;1;0;0;0;0;1;13;12;1;1;3;17;35;0;1;0;32;23;5;16;2;2;28;3;5;0;29;3;0;0;0;0;248;3
66;4;2023;2023-04-01;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;0;2;4;71;11;0;23;6;8;0;14;6;1;0;1;0;0;0;0;4;26;16;3;1;3;25;50;0;1;0;33;21;18;3;0;4;14;0;10;2;61;1;0;0;0;0;390;3
67;4;2023;2023-04-01;34;3;Guapimirim;3301850;Baixada Fluminense;0;1;0;1;0;1;1;18;11;0;3;4;0;0;4;2;0;1;1;0;0;0;1;0;9;8;1;0;2;17;28;0;2;0;43;3;2;1;0;3;6;0;4;0;38;0;0;0;0;0;225;3
70;4;2023;2023-04-01;35;4;Tanguá;3305752;Interior;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;2;5;9;0;0;0;7;8;2;4;3;1;6;1;2;0;9;1;0;0;0;0;71;3
71;4;2023;2023-04-01;35;4;Itaboraí;3301900;Interior;9;0;0;9;1;10;4;50;0;4;11;27;12;0;39;24;4;2;5;0;0;0;1;4;79;17;3;1;6;29;57;0;2;0;60;9;2;7;0;11;24;6;11;1;42;6;0;0;0;0;445;3
72;4;2023;2023-04-01;7;4;São Gonçalo;3304904;Grande Niterói;1;1;0;2;0;2;0;50;2;2;28;34;17;2;53;22;4;2;1;0;0;0;1;9;92;30;16;6;7;154;214;0;2;1;108;3;1;2;0;31;31;1;4;3;49;5;0;0;0;0;763;3
73;4;2023;2023-04-01;7;4;São Gonçalo;3304904;Grande Niterói;1;0;0;1;1;2;0;42;5;3;28;33;19;0;52;29;0;0;1;0;0;0;2;12;96;22;4;4;16;87;135;0;6;1;86;7;2;6;1;28;71;2;10;1;45;4;2;0;0;0;599;3
74;4;2023;2023-04-01;7;4;São Gonçalo;3304904;Grande Niterói;5;0;0;5;1;6;2;64;5;3;15;50;11;4;65;39;3;2;1;0;0;0;1;13;124;26;9;1;7;103;148;0;3;0;98;22;1;20;1;18;45;7;12;1;48;5;0;0;0;0;753;3
75;4;2023;2023-04-01;7;4;São Gonçalo;3304904;Grande Niterói;1;0;0;1;0;1;7;28;7;3;14;23;6;0;29;15;5;1;1;0;0;0;0;6;57;17;3;2;2;40;64;0;1;0;62;7;0;7;0;12;13;3;6;0;25;5;0;1;0;0;361;3
76;4;2023;2023-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;0;0;41;5;0;14;19;8;3;30;4;0;2;2;0;0;0;0;11;49;37;22;1;21;176;266;0;3;0;150;11;1;10;0;12;51;5;13;2;54;7;0;0;0;0;810;3
77;4;2023;2023-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;0;1;22;6;0;24;9;4;0;13;0;0;2;0;0;0;0;0;2;17;10;6;0;10;72;118;0;1;0;145;7;4;3;0;2;25;1;5;0;36;3;0;0;0;0;580;3
78;4;2023;2023-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;2;2;1;36;4;3;24;20;1;0;21;13;7;4;3;0;0;0;0;6;54;17;3;1;2;53;80;0;2;0;78;4;1;3;0;6;20;4;2;0;34;9;0;0;0;0;480;3
79;4;2023;2023-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;0;1;28;1;0;18;6;1;0;7;1;1;0;1;0;0;0;0;6;16;4;2;1;1;19;28;0;1;0;39;4;2;2;0;0;12;3;2;0;30;1;0;0;0;0;230;3
81;4;2023;2023-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;0;1;20;3;0;31;7;0;0;7;1;0;0;1;0;0;0;0;2;11;19;3;1;4;45;75;0;3;0;50;8;2;5;1;0;11;0;5;0;36;0;0;0;0;0;341;3
82;4;2023;2023-04-01;12;4;Maricá;3302700;Grande Niterói;1;0;0;1;0;1;2;74;7;3;22;19;2;0;21;3;0;1;2;0;0;0;0;0;27;17;4;3;13;97;136;0;1;0;116;11;4;7;0;3;24;0;9;0;95;8;0;0;0;0;734;3
88;4;2023;2023-04-01;10;5;Barra do Pirai;3300308;Interior;1;0;0;1;0;1;8;18;2;0;5;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;4;16;24;0;0;0;32;74;41;14;19;1;19;3;7;0;40;0;0;0;0;0;308;3
